0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00
0.0000000000000000e+00,2.5000000000000000e-01,0.0000000000000000e+00,2.5000000000000000e-01,1.0000000000000000e+00
-6.6666666666666663e-01,5.0000000000000000e-01,3.5555555555555554e+00,6.6666666666666674e-01,1.0000000000000000e+00
-1.0000000000000000e+00,6.2500000000000000e-01,4.0000000000000000e+00,6.8750000000000000e-01,1.0000000000000000e+00
-1.2000000000000000e+00,6.9999999999999996e-01,3.8399999999999999e+00,6.4000000000000035e-01,1.0000000000000000e+00
-1.3333333333333333e+00,7.5000000000000000e-01,3.5555555555555558e+00,5.8333333333333348e-01,1.0000000000000000e+00
-1.4285714285714286e+00,7.8571428571428570e-01,3.2653061224489797e+00,5.3061224489795933e-01,1.0000000000000000e+00
-1.5000000000000000e+00,8.1250000000000000e-01,3.0000000000000000e+00,4.8437500000000000e-01,1.0000000000000000e+00
-1.5555555555555556e+00,8.3333333333333337e-01,2.7654320987654319e+00,4.4444444444444431e-01,1.0000000000000000e+00
-1.6000000000000001e+00,8.4999999999999998e-01,2.5599999999999996e+00,4.0999999999999998e-01,1.0000000000000000e+00
-1.6363636363636365e+00,8.6363636363636365e-01,2.3801652892561980e+00,3.8016528925619841e-01,1.0000000000000000e+00
-1.6666666666666667e+00,8.7500000000000000e-01,2.2222222222222219e+00,3.5416666666666652e-01,1.0000000000000000e+00
-1.6923076923076923e+00,8.8461538461538458e-01,2.0828402366863905e+00,3.3136094674556249e-01,1.0000000000000000e+00
-1.7142857142857142e+00,8.9285714285714290e-01,1.9591836734693884e+00,3.1122448979591805e-01,1.0000000000000000e+00
-1.7333333333333334e+00,9.0000000000000002e-01,1.8488888888888886e+00,2.9333333333333306e-01,1.0000000000000000e+00
-1.7500000000000000e+00,9.0625000000000000e-01,1.7500000000000000e+00,2.7734375000000000e-01,1.0000000000000000e+00
-1.7647058823529411e+00,9.1176470588235292e-01,1.6608996539792391e+00,2.6297577854671306e-01,1.0000000000000000e+00
-1.7777777777777777e+00,9.1666666666666663e-01,1.5802469135802475e+00,2.5000000000000033e-01,1.0000000000000000e+00
-1.7894736842105263e+00,9.2105263157894735e-01,1.5069252077562325e+00,2.3822714681440479e-01,1.0000000000000000e+00
-1.8000000000000000e+00,9.2500000000000004e-01,1.4399999999999997e+00,2.2749999999999959e-01,1.0000000000000000e+00
-1.8095238095238095e+00,9.2857142857142860e-01,1.3786848072562357e+00,2.1768707482993158e-01,1.0000000000000000e+00
-1.8181818181818181e+00,9.3181818181818177e-01,1.3223140495867773e+00,2.0867768595041344e-01,1.0000000000000000e+00
-1.8260869565217390e+00,9.3478260869565222e-01,1.2703213610586019e+00,2.0037807183364806e-01,1.0000000000000000e+00
-1.8333333333333333e+00,9.3750000000000000e-01,1.2222222222222228e+00,1.9270833333333348e-01,1.0000000000000000e+00
-1.8400000000000001e+00,9.3999999999999995e-01,1.1775999999999995e+00,1.8560000000000060e-01,1.0000000000000000e+00
-1.8461538461538463e+00,9.4230769230769229e-01,1.1360946745562124e+00,1.7899408284023688e-01,1.0000000000000000e+00
-1.8518518518518519e+00,9.4444444444444442e-01,1.0973936899862826e+00,1.7283950617283989e-01,1.0000000000000000e+00
-1.8571428571428572e+00,9.4642857142857140e-01,1.0612244897959180e+00,1.6709183673469410e-01,1.0000000000000000e+00
-1.8620689655172413e+00,9.4827586206896552e-01,1.0273483947681334e+00,1.6171224732461367e-01,1.0000000000000000e+00
-1.8666666666666667e+00,9.4999999999999996e-01,9.9555555555555530e-01,1.5666666666666695e-01,1.0000000000000000e+00
-1.8709677419354838e+00,9.5161290322580649e-01,9.6566077003121820e-01,1.5192507804370434e-01,1.0000000000000000e+00
-1.8750000000000000e+00,9.5312500000000000e-01,9.3750000000000000e-01,1.4746093750000000e-01,1.0000000000000000e+00
-1.8787878787878789e+00,9.5454545454545459e-01,9.1092745638200112e-01,1.4325068870523405e-01,1.0000000000000000e+00
-1.8823529411764706e+00,9.5588235294117652e-01,8.8581314878892747e-01,1.3927335640138358e-01,1.0000000000000000e+00
-1.8857142857142857e+00,9.5714285714285718e-01,8.6204081632653085e-01,1.3551020408163217e-01,1.0000000000000000e+00
-1.8888888888888888e+00,9.5833333333333337e-01,8.3950617283950657e-01,1.3194444444444398e-01,1.0000000000000000e+00
-1.8918918918918919e+00,9.5945945945945943e-01,8.1811541271000732e-01,1.2856099342585867e-01,1.0000000000000000e+00
-1.8947368421052631e+00,9.6052631578947367e-01,7.9778393351800625e-01,1.2534626038781183e-01,1.0000000000000000e+00
-1.8974358974358974e+00,9.6153846153846156e-01,7.7843523997370212e-01,1.2228796844181460e-01,1.0000000000000000e+00
-1.8999999999999999e+00,9.6250000000000002e-01,7.6000000000000068e-01,1.1937500000000001e-01,1.0000000000000000e+00
-1.9024390243902438e+00,9.6341463414634143e-01,7.4241522903033974e-01,1.1659726353361105e-01,1.0000000000000000e+00
-1.9047619047619047e+00,9.6428571428571430e-01,7.2562358276644068e-01,1.1394557823129255e-01,1.0000000000000000e+00
-1.9069767441860466e+00,9.6511627906976749e-01,7.0957274202271459e-01,1.1141157382368826e-01,1.0000000000000000e+00
-1.9090909090909092e+00,9.6590909090909094e-01,6.9421487603305732e-01,1.0898760330578480e-01,1.0000000000000000e+00
-1.9111111111111112e+00,9.6666666666666667e-01,6.7950617283950554e-01,1.0666666666666672e-01,1.0000000000000000e+00
-1.9130434782608696e+00,9.6739130434782605e-01,6.6540642722117160e-01,1.0444234404536909e-01,1.0000000000000000e+00
-1.9148936170212767e+00,9.6808510638297873e-01,6.5187867813490197e-01,1.0230873698506093e-01,1.0000000000000000e+00
-1.9166666666666667e+00,9.6875000000000000e-01,6.3888888888888840e-01,1.0026041666666652e-01,1.0000000000000000e+00
-1.9183673469387754e+00,9.6938775510204078e-01,6.2640566430653966e-01,9.8292378175760434e-02,1.0000000000000000e+00
-1.9199999999999999e+00,9.6999999999999997e-01,6.1440000000000050e-01,9.6400000000000083e-02,1.0000000000000000e+00
-1.9215686274509804e+00,9.7058823529411764e-01,6.0284505959246404e-01,9.4579008073817861e-02,1.0000000000000000e+00
-1.9230769230769231e+00,9.7115384615384615e-01,5.9171597633136053e-01,9.2825443786982348e-02,1.0000000000000000e+00
-1.9245283018867925e+00,9.7169811320754718e-01,5.8098967604129570e-01,9.1135635457457925e-02,1.0000000000000000e+00
-1.9259259259259258e+00,9.7222222222222221e-01,5.7064471879286771e-01,8.9506172839506140e-02,1.0000000000000000e+00
-1.9272727272727272e+00,9.7272727272727277e-01,5.6066115702479358e-01,8.7933884297520151e-02,1.0000000000000000e+00
-1.9285714285714286e+00,9.7321428571428570e-01,5.5102040816326503e-01,8.6415816326530739e-02,1.0000000000000000e+00
-1.9298245614035088e+00,9.7368421052631582e-01,5.4170514004309012e-01,8.4949215143120801e-02,1.0000000000000000e+00
-1.9310344827586208e+00,9.7413793103448276e-01,5.3269916765754988e-01,8.3531510107015525e-02,1.0000000000000000e+00
-1.9322033898305084e+00,9.7457627118644063e-01,5.2398735995403656e-01,8.2160298764722986e-02,1.0000000000000000e+00
